_300zx_2seat_us_98,39900,1998,53
altoworks_sport_ltd_97,11150,1997,63
camaro_z28_coupe_97,24110,1997,27
celica_ss2_97,21360,1997,65
civic_sir2_93,16380,1993,421
corvette_gs_96,45900,1996,28
fto_gpr_97,21600,1997,50
golf_gti_01,31800,2001,69
impreza_wrx_pro_01,31450,2001,61
lancer_evo7_gsr_01,29980,2001,48
levin_gt_apex_83,15360,1983,20
mira_tr_xx_avar_97,11140,1997,31
nsx_s_zero_97,98570,1997,42
prelude_s_96,26530,1996,9
s13_ks_88,18860,1988,55
supra_rz_97,43900,1997,67
prius_g_02,22800,2002,79
crx_15i_83,12700,1983,80
city_turbo2_83,12380,1983,81
piazza_xe_81,24650,1981,83
eclipse_gt_95,21420,1995,101
r31_skyline_gtsr_87,34000,1987,91
celica_xx_2800gt_81,23230,1981,94
celica_2000gt_r_86,20770,1986,95
mr2_1600_glim_sc_86,21000,1986,97
celica_gt_four_rc_91,31710,1991,96
levin_bzr_98,18900,1998,98
trueno_bzr_98,18900,1998,99
r390_race_98,4500000,1998,92
legacy_gtb_96,29330,1996,112
legacy_b4_rsk_98,25880,1998,114
legacy_b4_blitzen_00,30000,2000,113
prelude_sir_96,21830,1996,142
today_g_85,6700,1985,144
beat_91,13800,1991,139
midget2_d_type_98,5740,1998,132
lancer_evo_gsr_92,27380,1992,157
march_g_2wd_3dr_99,13080,1999,166
panda_super_ie_90,14600,1990,135
cerbera_speed6_97,79880,1997,184
impreza_wrx_sti1_94,27780,1994,121
integra_r_98,23580,1998,146
civic_r_98,19980,1998,105
mr2_gts_97,27130,1997,111
lancer_evo5_gsr_98,32480,1998,158
vitz_euro_00,12880,2000,211
taurus_sho_98,27510,1998,278
civic_r_01,22000,2001,279
nsx_r_92,97070,1992,379
_787b_91,3500000,1991,344
lancer_evo4_96,29980,1996,346
lancer_evo6_gsr_99,32480,1999,347
cube_x_98,14180,1998,267
s13_ks_91,20390,1991,324
r32_gtst_m_91,26610,1991,372
impreza_wg_wrx_99,29190,1999,350
mustang_svt_cobrar_00,57300,2000,375
clio_sport_v6_00,50520,2000,317
trueno_gt_apex_shigeno_00,52500,2000,308
mirage_cyborg_zr_97,19080,1997,315
be1_87,12930,1987,268
r30_skyline_ht2000_turbo_rs_83,25180,1983,281
sera_92,18810,1992,292
prelude_si_vtec_91,22050,1991,330
r30_skyline_ht2000_rsx_tc_84,27750,1984,298
impreza_coupe_wrx_sti6_99,30090,1999,351
opel_tigra_16i_99,29140,1999,265
_206_s16_99,23070,1999,587
accord_euror_00,25330,2000,758
acura_nsx_32l_97,89130,1997,516
cappuccino_95,14580,1995,519
celica_ss2_99,21810,1999,588
demio_glx_99,14660,1999,772
esprit_v8_se_98,116870,1998,595
impreza_22b_98,50000,1998,491
impreza_wrx_sti_00,31980,2000,492
lancer_evo6_rs_99,25980,1999,447
lancer_evo6_tommi_gsr_00,32780,2000,436
lancer_evo7_gta_02,33000,2002,479
lancer_evo7_rs_01,25180,2001,424
r33_gtr_v_97,53900,1997,489
r34_gtr_v_99,55980,1999,394
rx7_r_br_01,33980,2001,471
rx7_rs_98,37780,1998,473
rx7_rz_00,39980,2000,472
s15_specr_aero_99,20700,1999,425
s2000_a_99,33800,1999,639
s2000_typev_us_01,36100,2001,754
s2000_us_01,34300,2001,646
silvia_varietta_00,27980,2000,426
supra_szr_97,34000,1997,498
xkr_coupe_99,128000,1999,693
_300zx_2by2_us_98,43980,1998,811
carlton_90,81490,1990,412
_166_25v6_24v_s_98,58710,1998,729
civic_1500_25i_3d_83,11890,1983,607
beat_f_92,13880,1992,525
beat_z_93,14500,1993,517
_240sx_180_us_96,24980,1996,854
mazda_323f_r_93,19920,1993,817
miata_us_89,17000,1989,616
miata_j_lim_91,19000,1991,620
miata_j_lim2_93,20300,1993,622
miata_sr_lim_97,18980,1997,628
miata_18rs_98,22950,1998,706
miata_rs_00,23280,2000,708
_240sx_silvia_us_96,25950,1996,855
s2000_typev_us_00,35600,2000,752
m_coupe_98,78900,1998,445
mgf_vvc_97,40810,1997,405
civic_sir2_91,16200,1991,36
civic_sir2_92,16200,1992,420
civic_sir2_95,16980,1995,419
delsol_sir_92,17100,1992,37
integra_r_95,22280,1995,647
integra_r_99,25160,1999,526
az1_92,14980,1992,651
galant_vr4_89,27810,1989,781
lancer_ex_1800gsr_ic_turbo_83,26790,1983,480
lancer_evo6_tommi_rs_00,25980,2000,440
minica_dungun_zz_89,10180,1989,430
fairlady_z_300zx_83,32000,1983,631
pao_89,15400,1989,725
r34_skyline_gtr_99,49980,1999,393
r34_skyline_gtr_sc_mp2_99,49980,1999,396
r33_skyline_gtr_v_95,52900,1995,483
r33_skyline_gtr_v_96,53300,1996,486
r34_skyline_gtr_v_n1_99,59980,1999,395
stagea_25t_rs_fours_98,32600,1998,825
stagea_260rs_autech_98,45000,1998,831
impreza_wrx_sti2_95,27480,1995,555
impreza_wrx_sti3_96,28850,1996,565
impreza_wrx_sti4_97,28990,1997,566
impreza_wrx_sti5_98,29190,1998,567
wagon_r_rr_98,12820,1998,760
starlet_granza_v_97,14300,1997,653
vitz_f_99,9800,1999,898
gt_one_race_exxon_99,4500000,1999,719
acura_integra_typer_01,25940,2001,367
move_cx_2wd_95,10690,1995,133
crx_sir_90,15470,1990,82
elise_190_98,65270,1998,151
legnum_vr4_v_98,28500,1998,361
bluebird_ht_1800sss_79,12680,1979,572
exa_canopy_las_88,14810,1988,325
r32_gtr_v2_94,52900,1994,57
_406_coupe_30_98,45000,1998,326
impreza_wg_sti_00,29980,2000,493
cappuccino_91,14580,1991,19
celica_gt_four_98,33020,1998,64
mr2_glimited_97,23600,1997,828
supra_25gt_ttr_90,32740,1990,21
griffith_500_94,58730,1994,197
miata_vr_lim_95,20800,1995,626
miata_vspl2_93,24000,1993,624
a160_98,33020,1998,596
slk230_komp_98,42130,1998,686
impreza_wrx_sti6_99,29190,1999,122
megane_20_ide_00,26600,2000,414
_156_25v6_98,40230,1998,305
v8_vantage_99,448000,1999,502
s4_98,71220,1998,522
carina_ed_20x_4ws_89,17350,1989,93
trueno_gt_apex_83,15360,1983,66
celica_gtr_4ws_91,22100,1991,654
v8s_91,59400,1991,209
sl500_98,168090,1998,694
move_srxx_4wd_97,12590,1997,605
civic_r_97,19980,1997,545
nsx_90,80030,1990,461
nsx_s_97,103570,1997,466
nsx_s_zero_99,98570,1999,468
prelude_s_98,24930,1998,524
esprit_v8_gt_98,97430,1998,609
s14_silvia_ks_aero_93,25340,1993,551
celica_2000gt_four_86,29760,1986,655
mr2_1600_g_86,16910,1986,671
supra_30gt_turbo_a_88,40510,1988,514
acura_cl_types_01,32180,2001,271
miata_sspl1_95,19950,1995,618
_300zx_2seat_us_89,39500,1989,826
prelude_sir_s_98,22930,1998,523
infiniti_g20_20te_90,22840,1990,562
_500_l_69,18580,1969,789
_500_r_72,15700,1972,724
fto_gpr_99,21600,1999,541
fto_gpx_94,22870,1994,549
fto_gpx_97,22870,1997,539
fto_gpx_99,23330,1999,542
fto_gr_94,18870,1994,550
fto_gr_97,18870,1997,540
move_srxx_2wd_97,11590,1997,604
nsx_93,83070,1993,462
nsx_95,84570,1995,463
nsx_97,91070,1997,464
nsx_99,92070,1999,465
nsx_s_99,103570,1999,467
r32_skyline_gtr_89,44500,1989,688
r32_skyline_gtr_91,45100,1991,695
r32_skyline_gtr_n1_91,43050,1991,823
r32_skyline_gtr_v_93,52600,1993,696
r32_skyline_gtr_v_n1_93,50900,1993,824
r32_skyline_gts25_s_91,24430,1991,904
r32_skyline_gtst_m_89,23850,1989,697
r33_skyline_gtr_95,47850,1995,482
r33_skyline_gtr_96,48250,1996,485
r33_skyline_gtr_97,48850,1997,488
r33_skyline_gtr_n1_95,59900,1995,484
r33_skyline_gtr_v_lm_96,53900,1996,487
rx7_rs_00,38480,2000,475
s13_silvia_qs_88,15560,1988,709
s13_silvia_qs_91,16210,1991,720
s14_silvia_qs_aero_93,21190,1993,721
s14_silvia_qs_aero_96,21750,1996,722
